,text,label
29,LT SLSH EN_WORD GT LT EN_WORD CLASS EQ DQUT EN_WORD MINUS TEXT DQUT GT LT EN_WORD CLASS EQ DQUT EN_WORD EN_WORD DQUT GT LT A EN_WORD EQ DQUT SLSH EN_WORD SLSH EN_WORD DQUT EN_WORD EQ DQUT EN_WORD EN_WORD DQUT GT EN_WORD CMMA EN_WORD LT SLSH A GT LPRN EN_WORD RPRN DOT DQUT EN_WORD EN_WORD CLN EN_WORD OF EN_WORD EN_WORD DQUT DOT LT EN_WORD GT EN_WORD LT SLSH EN_WORD GT DOT LT EN_WORD GT EN_WORD LT SLSH EN_WORD GT LPRN EN_WORD RPRN DOT LT A EN_WORD EQ DQUT SLSH EN_WORD SLSH EN_WORD DQUT EN_WORD EQ DQUT EN_WORD OBJECT EN_WORD DQUT GT EN_WORD LT SLSH A GT CLN LT A EN_WORD EQ DQUT EN_WORD DQUT CLASS EQ DQUT EXTERNAL TEXT DQUT EN_WORD EQ DQUT EN_WORD CLN SLSH SLSH EN_WORD DOT EN_WORD SLSH EN_WORD DOT EN_WORD PRCNT EN_WORD DOT EN_WORD DOT EN_WORD DOT EN_WORD DOT EN_WORD DQUT GT EN_WORD DOT EN_WORD SLSH EN_WORD DOT EN_WORD DOT EN_WORD DOT EN_WORD DOT EN_WORD LT SLSH A GT DOT LT SLSH EN_WORD GT LT EN_WORD EN_WORD EQ DQUT EN_WORD EQ EN_WORD DOT EN_WORD MINUS EN_WORD BITAND EN_WORD SMCLN EN_WORD EQ EN_WORD PRCNT EN_WORD PRCNT EN_WORD PRCNT EN_WORD PRCNT EN_WORD PRCNT EN_WORD BITAND EN_WORD SMCLN EN_WORD DOT EN_WORD EQ EN_WORD BITAND EN_WORD SMCLN EN_WORD DOT EN_WORD EQ EN_WORD BITAND EN_WORD SMCLN EN_WORD DOT EN_WORD EQ EN_WORD PLUS EN_WORD PRCNT EN_WORD PLUS EN_WORD PLUS OF PLUS EN_WORD PLUS EN_WORD BITAND EN_WORD SMCLN EN_WORD DOT EN_WORD EQ EN_WORD BITAND EN_WORD SMCLN EN_WORD DOT EN_WORD EQ EN_WORD BITAND EN_WORD SMCLN EN_WORD DOT DATE EQ EN_WORD BITAND EN_WORD SMCLN EN_WORD EQ EN_WORD PRCNT EN_WORD PRCNT EN_WORD DOT EN_WORD PRCNT EN_WORD DOT EN_WORD DOT EN_WORD DOT EN_WORD DOT EN_WORD BITAND EN_WORD SMCLN EN_WORD DOT EN_WORD EQ EN_WORD BITAND EN_WORD SMCLN EN_WORD DOT EN_WORD EQ EN_WORD BITAND EN_WORD SMCLN EN_WORD EQ EN_WORD PRCNT EN_WORD PRCNT EN_WORD DOT EN_WORD DOT EN_WORD PRCNT EN_WORD PLUS EN_WORD DQUT CLASS EQ DQUT EN_WORD DQUT GT,xss
30,LT EN_WORD EN_WORD EQ DQUT EN_WORD LPRN EN_WORD RPRN DQUT EN_WORD GT EN_WORD LT SLSH EN_WORD GT,xss
31,LT EN_WORD GT LT EN_WORD ID EQ DQUT EN_WORD DQUT CLASS EQ DQUT EN_WORD EN_WORD DQUT GT EN_WORD CMMA P MINUS EN_WORD DOT LPRN EN_WORD RPRN DOT LT A EN_WORD EQ DQUT EN_WORD DQUT CLASS EQ DQUT EXTERNAL TEXT DQUT EN_WORD EQ DQUT EN_WORD CLN SLSH SLSH EN_WORD DOT EN_WORD DOT EN_WORD SLSH EN_WORD DOT EN_WORD DQUT GT DQUT ON EN_WORD EN_WORD OF EN_WORD IN EN_WORD AND EN_WORD EN_WORD CLN FROM EN_WORD EN_WORD TO EN_WORD EN_WORD EN_WORD DQUT LT SLSH A GT LT EN_WORD CLASS EQ DQUT EN_WORD MINUS EN_WORD DQUT GT LPRN EN_WORD RPRN,xss
32,LT STYLE GT ATR EN_WORD EN_WORD LCBR RCBR LT SLSH STYLE GT LT EN_WORD STYLE EQ DQUT EN_WORD MINUS EN_WORD CLN EN_WORD SMCLN EN_WORD MINUS NAME CLN EN_WORD SMCLN EN_WORD MINUS EN_WORD MINUS COUNT CLN EN_WORD DQUT EN_WORD EQ DQUT EN_WORD LPRN EN_WORD RPRN DQUT GT LT SLSH EN_WORD GT,xss
33,LT EN_WORD EN_WORD EQ DQUT TRUE DQUT EN_WORD EQ DQUT EN_WORD LPRN EN_WORD RPRN DQUT GT EN_WORD LT SLSH EN_WORD GT,xss
34,LT SLSH EN_WORD GT,xss
35,LT EN_WORD GT LT A EN_WORD EQ DQUT HASH EN_WORD DQUT GT EN_WORD INT LT SLSH A GT CMMA EN_WORD DOT INT LT SLSH EN_WORD GT LT SLSH EN_WORD GT,xss
36,LT EN_WORD EN_WORD EQ EN_WORD LPRN EN_WORD RPRN EN_WORD EQ EN_WORD ID EQ EN_WORD GT LT SLSH EN_WORD GT LT INPUT EN_WORD GT,xss
37,LT STYLE GT ATR EN_WORD EN_WORD LCBR RCBR LT SLSH STYLE GT LT EN_WORD STYLE EQ DQUT EN_WORD MINUS NAME CLN EN_WORD DQUT EN_WORD EQ DQUT EN_WORD LPRN EN_WORD RPRN DQUT GT LT SLSH EN_WORD GT,xss
38,LT EN_WORD EN_WORD EQ DQUT TRUE DQUT EN_WORD EQ DQUT EN_WORD LPRN EN_WORD RPRN DQUT GT EN_WORD LT SLSH EN_WORD GT,xss
39,LT EN_WORD GT LT A EN_WORD EQ DQUT SLSH EN_WORD SLSH EN_WORD DQUT EN_WORD EQ DQUT EN_WORD EN_WORD DQUT GT EN_WORD EN_WORD LT SLSH A GT LT SLSH EN_WORD GT,xss
40,LT SLSH EN_WORD GT DOT LT EN_WORD GT EN_WORD AND EN_WORD EN_WORD LT SLSH EN_WORD GT DOT LT EN_WORD GT EN_WORD LT SLSH EN_WORD GT LPRN EN_WORD RPRN CLN EN_WORD DOT LT A EN_WORD EQ DQUT SLSH EN_WORD SLSH EN_WORD DQUT EN_WORD EQ DQUT EN_WORD OBJECT EN_WORD DQUT GT EN_WORD LT SLSH A GT CLN LT A EN_WORD EQ DQUT EN_WORD DQUT CLASS EQ DQUT EXTERNAL TEXT DQUT EN_WORD EQ DQUT EN_WORD CLN SLSH SLSH EN_WORD DOT EN_WORD SLSH EN_WORD DOT EN_WORD PRCNT EN_WORD DQUT GT EN_WORD DOT EN_WORD SLSH EN_WORD LT SLSH A GT DOT LT SLSH EN_WORD GT LT EN_WORD EN_WORD EQ DQUT EN_WORD EQ EN_WORD DOT EN_WORD MINUS EN_WORD BITAND EN_WORD SMCLN EN_WORD EQ EN_WORD PRCNT EN_WORD PRCNT EN_WORD PRCNT EN_WORD PRCNT EN_WORD PRCNT EN_WORD BITAND EN_WORD SMCLN EN_WORD DOT EN_WORD EQ EN_WORD BITAND EN_WORD SMCLN EN_WORD DOT EN_WORD EQ EN_WORD PLUS AND PLUS EN_WORD PLUS EN_WORD BITAND EN_WORD SMCLN EN_WORD DOT EN_WORD EQ EN_WORD PRCNT EN_WORD PLUS EN_WORD PLUS AND PLUS EN_WORD BITAND EN_WORD SMCLN EN_WORD DOT EN_WORD EQ EN_WORD BITAND EN_WORD SMCLN EN_WORD DOT EN_WORD EQ EN_WORD BITAND EN_WORD SMCLN EN_WORD DOT EN_WORD EQ EN_WORD MINUS EN_WORD BITAND EN_WORD SMCLN EN_WORD DOT DATE EQ EN_WORD BITAND EN_WORD SMCLN EN_WORD EQ EN_WORD PRCNT EN_WORD PRCNT EN_WORD DOT EN_WORD PRCNT EN_WORD BITAND EN_WORD SMCLN EN_WORD DOT EN_WORD EQ EN_WORD BITAND EN_WORD SMCLN EN_WORD DOT EN_WORD EQ EN_WORD BITAND EN_WORD SMCLN EN_WORD EQ EN_WORD PRCNT EN_WORD PRCNT EN_WORD PRCNT EN_WORD DOT EN_WORD PRCNT EN_WORD PRCNT EN_WORD PRCNT EN_WORD DOT EN_WORD DOT EN_WORD DOT EN_WORD DOT EN_WORD DOT EN_WORD BITAND EN_WORD SMCLN EN_WORD EQ EN_WORD PRCNT EN_WORD PRCNT EN_WORD DOT EN_WORD DOT EN_WORD PRCNT EN_WORD PLUS EN_WORD DQUT CLASS EQ DQUT EN_WORD DQUT GT,xss
41,LT EN_WORD EN_WORD EQ DQUT TRUE DQUT EN_WORD EQ DQUT EN_WORD LPRN EN_WORD RPRN DQUT GT EN_WORD LT SLSH EN_WORD GT,xss
42,LT SLSH EN_WORD GT LT EN_WORD CLASS EQ DQUT EN_WORD MINUS TEXT DQUT GT LT EN_WORD CLASS EQ DQUT EN_WORD EN_WORD DQUT GT EN_WORD CMMA EN_WORD LPRN EN_WORD EN_WORD EN_WORD RPRN DOT DQUT ON EN_WORD EN_WORD OF EN_WORD EN_WORD EN_WORD EN_WORD TO EN_WORD EN_WORD DQUT DOT LT EN_WORD GT EN_WORD EN_WORD AND EN_WORD LT SLSH EN_WORD GT DOT LT EN_WORD GT EN_WORD LT SLSH EN_WORD GT LPRN EN_WORD RPRN CLN EN_WORD DOT LT A EN_WORD EQ DQUT SLSH EN_WORD SLSH EN_WORD DQUT EN_WORD EQ DQUT EN_WORD OBJECT EN_WORD DQUT GT EN_WORD LT SLSH A GT CLN LT A EN_WORD EQ DQUT EN_WORD DQUT CLASS EQ DQUT EXTERNAL TEXT DQUT EN_WORD EQ DQUT EN_WORD CLN SLSH SLSH EN_WORD DOT EN_WORD SLSH EN_WORD DOT EN_WORD PRCNT EN_WORD MINUS EN_WORD MINUS EN_WORD MINUS EN_WORD DQUT GT EN_WORD DOT EN_WORD SLSH EN_WORD MINUS EN_WORD MINUS EN_WORD MINUS EN_WORD LT SLSH A GT DOT LT SLSH EN_WORD GT LT EN_WORD EN_WORD EQ DQUT EN_WORD EQ EN_WORD DOT EN_WORD MINUS EN_WORD BITAND EN_WORD SMCLN EN_WORD EQ EN_WORD PRCNT EN_WORD PRCNT EN_WORD PRCNT EN_WORD PRCNT EN_WORD PRCNT EN_WORD BITAND EN_WORD SMCLN EN_WORD DOT EN_WORD EQ EN_WORD BITAND EN_WORD SMCLN EN_WORD DOT EN_WORD EQ EN_WORD PLUS EN_WORD PLUS AND PLUS EN_WORD BITAND EN_WORD SMCLN EN_WORD DOT EN_WORD EQ ON PLUS EN_WORD PLUS EN_WORD PLUS OF PLUS EN_WORD PLUS EN_WORD PLUS EN_WORD PLUS EN_WORD PLUS TO PLUS EN_WORD PLUS EN_WORD BITAND EN_WORD SMCLN EN_WORD DOT EN_WORD EQ EN_WORD BITAND EN_WORD SMCLN EN_WORD DOT EN_WORD EQ EN_WORD BITAND EN_WORD SMCLN EN_WORD DOT EN_WORD EQ EN_WORD MINUS EN_WORD BITAND EN_WORD SMCLN EN_WORD DOT DATE EQ EN_WORD MINUS EN_WORD MINUS EN_WORD BITAND EN_WORD SMCLN EN_WORD EQ EN_WORD PRCNT EN_WORD PRCNT EN_WORD DOT EN_WORD PRCNT EN_WORD MINUS EN_WORD MINUS EN_WORD MINUS EN_WORD BITAND EN_WORD SMCLN EN_WORD DOT EN_WORD EQ EN_WORD BITAND EN_WORD SMCLN EN_WORD DOT EN_WORD EQ EN_WORD BITAND EN_WORD SMCLN EN_WORD EQ EN_WORD PRCNT EN_WORD PRCNT EN_WORD DOT EN_WORD DOT EN_WORD PRCNT EN_WORD PLUS EN_WORD DQUT CLASS EQ DQUT EN_WORD DQUT GT,xss
43,LT SLSH EN_WORD GT LT EN_WORD CLASS EQ DQUT EN_WORD MINUS EN_WORD DQUT GT LT EN_WORD CLASS EQ DQUT EN_WORD MINUS EN_WORD MINUS EN_WORD DQUT GT LSQBR,xss
44,LT EN_WORD ID EQ DQUT EN_WORD MINUS EN_WORD DOT EN_WORD MINUS EN_WORD DQUT CLASS EQ DQUT EN_WORD DQUT GT LT A EN_WORD EQ DQUT HASH EN_WORD MINUS EN_WORD DOT EN_WORD MINUS EN_WORD DQUT GT BITAND HASH EN_WORD SMCLN EN_WORD BITAND HASH EN_WORD SMCLN LT SLSH A GT LT SLSH EN_WORD GT,xss
45,LT DIV CLASS EQ DQUT EN_WORD DQUT GT,xss
46,LT EN_WORD ID EQ DQUT EN_WORD MINUS EN_WORD MINUS EN_WORD DQUT GT LT EN_WORD CLASS EQ DQUT EN_WORD MINUS EN_WORD MINUS EN_WORD DQUT GT LT EN_WORD GT LT A EN_WORD EQ DQUT HASH EN_WORD MINUS EN_WORD MINUS EN_WORD DQUT GT XOR LT SLSH A GT LT SLSH EN_WORD GT,xss
47,LT DIV EN_WORD EQ DQUT TRUE DQUT EN_WORD GT EN_WORD EN_WORD LT SLSH DIV GT LT EN_WORD EN_WORD EQ EN_WORD LPRN EN_WORD RPRN EN_WORD GT DROP EN_WORD LT SLSH EN_WORD GT,xss
48,LT SLSH DIV GT,xss
49,LT EN_WORD GT LT A EN_WORD EQ DQUT SLSH EN_WORD SLSH EN_WORD DQUT EN_WORD EQ DQUT EN_WORD OF EN_WORD DQUT GT EN_WORD LT SLSH A GT LT SLSH EN_WORD GT,xss
50,LT EN_WORD EN_WORD EQ DQUT EN_WORD LPRN EN_WORD RPRN DQUT EN_WORD GT EN_WORD LT SLSH EN_WORD GT,xss
51,LT EN_WORD CLASS EQ DQUT SIMPLE DQUT GT,xss
52,LT EN_WORD EN_WORD EQ DQUT EN_WORD LPRN EN_WORD RPRN DQUT GT EN_WORD LT SLSH EN_WORD GT,xss
53,LT STYLE GT ATR EN_WORD EN_WORD LCBR RCBR LT SLSH STYLE GT LT EN_WORD STYLE EQ DQUT EN_WORD MINUS NAME CLN EN_WORD DQUT EN_WORD EQ DQUT EN_WORD LPRN EN_WORD RPRN DQUT GT LT SLSH EN_WORD GT,xss
54,LT EN_WORD GT LT EN_WORD CLASS EQ DQUT EN_WORD MINUS EN_WORD DQUT ID EQ DQUT EN_WORD DQUT GT EN_WORD EN_WORD,xss
55,LT SLSH EN_WORD GT LPRN EN_WORD RPRN LT SLSH EN_WORD GT,xss
56,LT EN_WORD EN_WORD EQ EN_WORD LPRN EN_WORD RPRN GT LT SLSH EN_WORD GT,xss
57,LT EN_WORD EN_WORD EQ DQUT TRUE DQUT EN_WORD EQ DQUT EN_WORD LPRN EN_WORD RPRN DQUT GT EN_WORD LT SLSH EN_WORD GT,xss
58,LT SLSH EN_WORD GT LT SLSH EN_WORD GT,xss
59,LT EN_WORD ID EQ DQUT EN_WORD MINUS EN_WORD DQUT GT LT EN_WORD CLASS EQ DQUT EN_WORD MINUS EN_WORD MINUS EN_WORD DQUT GT LT EN_WORD GT LT A EN_WORD EQ DQUT HASH EN_WORD MINUS EN_WORD DQUT GT XOR LT SLSH A GT LT SLSH EN_WORD GT,xss
60,LT EXCLM EN_WORD EN_WORD GT LT EN_WORD CLASS EQ DQUT NO MINUS EN_WORD DQUT EN_WORD EQ DQUT EN_WORD DQUT GT,xss
61,LT STYLE GT ATR EN_WORD EN_WORD LCBR RCBR LT SLSH STYLE GT LT EN_WORD STYLE EQ DQUT EN_WORD MINUS NAME CLN EN_WORD DQUT EN_WORD EQ DQUT EN_WORD LPRN EN_WORD RPRN DQUT GT LT SLSH EN_WORD GT,xss
62,LT EN_WORD EN_WORD EQ EN_WORD LPRN EN_WORD RPRN GT EN_WORD LT SLSH EN_WORD GT,xss
63,LT EN_WORD EN_WORD EQ DQUT EN_WORD LPRN EN_WORD RPRN DQUT GT EN_WORD LT SLSH EN_WORD GT,xss
64,EN_WORD CLN DOCUMENT DOT LOCATION EQ,xss
65,LT STYLE GT ATR EN_WORD EN_WORD LCBR RCBR LT SLSH STYLE GT LT EN_WORD STYLE EQ DQUT EN_WORD MINUS NAME CLN EN_WORD DQUT EN_WORD EQ DQUT EN_WORD LPRN EN_WORD RPRN DQUT GT LT SLSH EN_WORD GT,xss
66,LT EN_WORD EN_WORD EQ EN_WORD LPRN EN_WORD RPRN GT EN_WORD LT SLSH EN_WORD GT,xss
67,LT TIME EN_WORD EQ EN_WORD LPRN EN_WORD RPRN EN_WORD EQ EN_WORD ID EQ EN_WORD GT LT SLSH TIME GT LT INPUT EN_WORD GT,xss
68,LT DIV STYLE EQ DQUT EN_WORD CLN EN_WORD EN_WORD DOT EN_WORD DQUT GT,xss
69,LT SLSH EN_WORD GT LT EN_WORD CLASS EQ DQUT EN_WORD MINUS EN_WORD DQUT GT LT EN_WORD CLASS EQ DQUT EN_WORD MINUS EN_WORD MINUS EN_WORD DQUT GT LSQBR,xss
70,LT SLSH EN_WORD GT,xss
71,LT STYLE GT ATR EN_WORD EN_WORD LCBR RCBR LT SLSH STYLE GT LT EN_WORD STYLE EQ DQUT EN_WORD MINUS NAME CLN EN_WORD DQUT EN_WORD EQ DQUT EN_WORD LPRN EN_WORD RPRN DQUT GT LT SLSH EN_WORD GT,xss
72,LT EN_WORD GT LT A EN_WORD EQ DQUT SLSH EN_WORD SLSH EN_WORD PRCNT EN_WORD PRCNT EN_WORD PRCNT EN_WORD DQUT EN_WORD EQ DQUT EN_WORD EN_WORD DQUT GT EN_WORD LT SLSH A GT LT SLSH EN_WORD GT,xss
